player,round,hole,strokes,par,yds,score
"Romain, BARBE",1,16,5,4,165,1
"Romain, BARBE",1,17,3,4,175,-1
"Romain, BARBE",1,18,5,3,64,2
"Gunther, Meyssen",1,1,5,5,153,0
"Gunther, Meyssen",1,2,3,4,164,-1
"Gunther, Meyssen",1,3,5,4,202,1
"Gunther, Meyssen",1,4,4,4,174,0
"Gunther, Meyssen",1,5,4,3,99,1
"Gunther, Meyssen",1,6,2,4,137,-2
"Gunther, Meyssen",1,7,3,3,89,0
"Gunther, Meyssen",1,8,3,3,76,0
"Gunther, Meyssen",1,9,5,5,167,0
"Gunther, Meyssen",1,10,5,4,198,1
"Gunther, Meyssen",1,11,5,4,178,1
"Gunther, Meyssen",1,12,5,5,216,0
"Gunther, Meyssen",1,13,4,4,273,0
"Gunther, Meyssen",1,14,4,4,193,0
"Gunther, Meyssen",1,15,4,4,181,0
"Gunther, Meyssen",1,16,5,4,165,1
"Gunther, Meyssen",1,17,6,4,175,2
"Gunther, Meyssen",1,18,2,3,64,-1
"Santier, Damien",1,1,5,5,153,0
"Santier, Damien",1,2,3,4,164,-1
"Santier, Damien",1,3,4,4,202,0
"Santier, Damien",1,4,4,4,174,0
"Santier, Damien",1,5,3,3,99,0
"Santier, Damien",1,6,3,4,137,-1
"Santier, Damien",1,7,3,3,89,0
"Santier, Damien",1,8,3,3,76,0
"Santier, Damien",1,9,5,5,167,0
"Santier, Damien",1,10,4,4,198,0
"Santier, Damien",1,11,3,4,178,-1
"Santier, Damien",1,12,5,5,216,0
"Santier, Damien",1,13,4,4,273,0
"Santier, Damien",1,14,3,4,193,-1
"Santier, Damien",1,15,4,4,181,0
"Santier, Damien",1,16,3,4,165,-1
"Santier, Damien",1,17,5,4,175,1
"Santier, Damien",1,18,3,3,64,0
"Yoann, BOUIX",1,1,5,5,153,0
"Yoann, BOUIX",1,2,3,4,164,-1
"Yoann, BOUIX",1,3,6,4,202,2
"Yoann, BOUIX",1,4,4,4,174,0
"Yoann, BOUIX",1,5,3,3,99,0
"Yoann, BOUIX",1,6,4,4,137,0
"Yoann, BOUIX",1,7,3,3,89,0
"Yoann, BOUIX",1,8,3,3,76,0
"Yoann, BOUIX",1,9,4,5,167,-1
"Yoann, BOUIX",1,10,4,4,198,0
"Yoann, BOUIX",1,11,3,4,178,-1
"Yoann, BOUIX",1,12,5,5,216,0
"Yoann, BOUIX",1,13,5,4,273,1
"Yoann, BOUIX",1,14,5,4,193,1
"Yoann, BOUIX",1,15,3,4,181,-1
"Yoann, BOUIX",1,16,4,4,165,0
"Yoann, BOUIX",1,17,4,4,175,0
"Yoann, BOUIX",1,18,2,3,64,-1
"Cédric, EVAIN",1,1,4,5,153,-1
"Cédric, EVAIN",1,2,5,4,164,1
"Cédric, EVAIN",1,3,4,4,202,0
"Cédric, EVAIN",1,4,4,4,174,0
"Cédric, EVAIN",1,5,3,3,99,0
"Cédric, EVAIN",1,6,6,4,137,2
"Cédric, EVAIN",1,7,5,3,89,2
"Cédric, EVAIN",1,8,3,3,76,0
"Cédric, EVAIN",1,9,5,5,167,0
"Cédric, EVAIN",1,10,4,4,198,0
"Cédric, EVAIN",1,11,3,4,178,-1
"Cédric, EVAIN",1,12,5,5,216,0
"Cédric, EVAIN",1,13,4,4,273,0
"Cédric, EVAIN",1,14,4,4,193,0
"Cédric, EVAIN",1,15,4,4,181,0
"Cédric, EVAIN",1,16,5,4,165,1
"Cédric, EVAIN",1,17,3,4,175,-1
"Cédric, EVAIN",1,18,3,3,64,0
"Cullum, Jamie",2,1,5,5,153,0
"Cullum, Jamie",2,2,5,4,164,1
"Cullum, Jamie",2,3,4,4,202,0
"Cullum, Jamie",2,4,4,4,174,0
"Cullum, Jamie",2,5,3,3,99,0
"Cullum, Jamie",2,6,4,4,137,0
"Cullum, Jamie",2,7,2,3,89,-1
"Cullum, Jamie",2,8,3,3,76,0
"Cullum, Jamie",2,9,5,5,167,0
"Cullum, Jamie",2,10,3,4,198,-1
"Cullum, Jamie",2,11,3,4,178,-1
"Cullum, Jamie",2,12,5,5,216,0
"Cullum, Jamie",2,13,4,4,273,0
"Cullum, Jamie",2,14,3,4,193,-1
"Cullum, Jamie",2,15,3,4,181,-1
"Cullum, Jamie",2,16,3,4,165,-1
"Cullum, Jamie",2,17,3,4,175,-1
"Cullum, Jamie",2,18,3,3,64,0
"Simoes, Frédéric",2,1,4,5,153,-1
"Simoes, Frédéric",2,2,5,4,164,1
"Simoes, Frédéric",2,3,3,4,202,-1
"Simoes, Frédéric",2,4,4,4,174,0
"Simoes, Frédéric",2,5,3,3,99,0
"Simoes, Frédéric",2,6,4,4,137,0
"Simoes, Frédéric",2,7,4,3,89,1
"Simoes, Frédéric",2,8,4,3,76,1
"Simoes, Frédéric",2,9,2,5,167,-3
"Simoes, Frédéric",2,10,4,4,198,0
"Simoes, Frédéric",2,11,2,4,178,-2
"Simoes, Frédéric",2,12,6,5,216,1
"Simoes, Frédéric",2,13,4,4,273,0
"Simoes, Frédéric",2,14,4,4,193,0
"Simoes, Frédéric",2,15,2,4,181,-2
"Simoes, Frédéric",2,16,3,4,165,-1
"Simoes, Frédéric",2,17,1,4,175,-3
"Simoes, Frédéric",2,18,4,3,64,1
"Jacot, Lionel",2,1,5,5,153,0
"Jacot, Lionel",2,2,3,4,164,-1
"Jacot, Lionel",2,3,4,4,202,0
"Jacot, Lionel",2,4,4,4,174,0
"Jacot, Lionel",2,5,3,3,99,0
"Jacot, Lionel",2,6,4,4,137,0
"Jacot, Lionel",2,7,2,3,89,-1
"Jacot, Lionel",2,8,3,3,76,0
"Jacot, Lionel",2,9,4,5,167,-1
"Jacot, Lionel",2,10,4,4,198,0
"Jacot, Lionel",2,11,2,4,178,-2
"Jacot, Lionel",2,12,5,5,216,0
"Jacot, Lionel",2,13,3,4,273,-1
"Jacot, Lionel",2,14,4,4,193,0
"Jacot, Lionel",2,15,3,4,181,-1
"Jacot, Lionel",2,16,4,4,165,0
"Jacot, Lionel",2,17,4,4,175,0
"Jacot, Lionel",2,18,3,3,64,0
"Voorendt, Guido",2,1,4,5,153,-1
"Voorendt, Guido",2,2,4,4,164,0
"Voorendt, Guido",2,3,4,4,202,0
"Voorendt, Guido",2,4,4,4,174,0
"Voorendt, Guido",2,5,2,3,99,-1
"Voorendt, Guido",2,6,4,4,137,0
"Voorendt, Guido",2,7,4,3,89,1
"Voorendt, Guido",2,8,3,3,76,0
"Voorendt, Guido",2,9,4,5,167,-1
"Voorendt, Guido",2,10,3,4,198,-1
"Voorendt, Guido",2,11,3,4,178,-1
"Voorendt, Guido",2,12,5,5,216,0
"Voorendt, Guido",2,13,3,4,273,-1
"Voorendt, Guido",2,14,3,4,193,-1
"Voorendt, Guido",2,15,3,4,181,-1
"Voorendt, Guido",2,16,4,4,165,0
"Voorendt, Guido",2,17,3,4,175,-1
"Voorendt, Guido",2,18,3,3,64,0
"Frederic, HEDIN",2,1,4,5,153,-1
"Frederic, HEDIN",2,2,4,4,164,0
"Frederic, HEDIN",2,3,4,4,202,0
"Frederic, HEDIN",2,4,4,4,174,0
"Frederic, HEDIN",2,5,3,3,99,0
"Frederic, HEDIN",2,6,4,4,137,0
"Frederic, HEDIN",2,7,2,3,89,-1
"Frederic, HEDIN",2,8,3,3,76,0
"Frederic, HEDIN",2,9,5,5,167,0
"Frederic, HEDIN",2,10,3,4,198,-1
"Frederic, HEDIN",2,11,3,4,178,-1
"Frederic, HEDIN",2,12,5,5,216,0
"Frederic, HEDIN",2,13,3,4,273,-1
"Frederic, HEDIN",2,14,3,4,193,-1
"Frederic, HEDIN",2,15,3,4,181,-1
"Frederic, HEDIN",2,16,3,4,165,-1
"Frederic, HEDIN",2,17,3,4,175,-1
"Frederic, HEDIN",2,18,4,3,64,1
"Cedric, BONNOT",2,1,5,5,153,0
"Cedric, BONNOT",2,2,3,4,164,-1
"Cedric, BONNOT",2,3,4,4,202,0
"Cedric, BONNOT",2,4,3,4,174,-1
"Cedric, BONNOT",2,5,3,3,99,0
"Cedric, BONNOT",2,6,4,4,137,0
"Cedric, BONNOT",2,7,4,3,89,1
"Cedric, BONNOT",2,8,4,3,76,1
"Cedric, BONNOT",2,9,2,5,167,-3
"Cedric, BONNOT",2,10,5,4,198,1
"Cedric, BONNOT",2,11,2,4,178,-2
"Cedric, BONNOT",2,12,5,5,216,0
"Cedric, BONNOT",2,13,3,4,273,-1
"Cedric, BONNOT",2,14,4,4,193,0
"Cedric, BONNOT",2,15,3,4,181,-1
"Cedric, BONNOT",2,16,4,4,165,0
"Cedric, BONNOT",2,17,2,4,175,-2
"Cedric, BONNOT",2,18,5,3,64,2
"Nicolas, COUSIN",2,1,4,5,153,-1
"Nicolas, COUSIN",2,2,3,4,164,-1
"Nicolas, COUSIN",2,3,4,4,202,0
"Nicolas, COUSIN",2,4,4,4,174,0
"Nicolas, COUSIN",2,5,2,3,99,-1
"Nicolas, COUSIN",2,6,4,4,137,0
"Nicolas, COUSIN",2,7,3,3,89,0
"Nicolas, COUSIN",2,8,3,3,76,0
"Nicolas, COUSIN",2,9,5,5,167,0
"Nicolas, COUSIN",2,10,5,4,198,1
"Nicolas, COUSIN",2,11,2,4,178,-2
"Nicolas, COUSIN",2,12,5,5,216,0
"Nicolas, COUSIN",2,13,3,4,273,-1
"Nicolas, COUSIN",2,14,3,4,193,-1
"Nicolas, COUSIN",2,15,3,4,181,-1
"Nicolas, COUSIN",2,16,5,4,165,1
"Nicolas, COUSIN",2,17,5,4,175,1
"Nicolas, COUSIN",2,18,2,3,64,-1
"Garcia, Nicolas",2,1,5,5,153,0
"Garcia, Nicolas",2,2,3,4,164,-1
"Garcia, Nicolas",2,3,5,4,202,1
"Garcia, Nicolas",2,4,4,4,174,0
"Garcia, Nicolas",2,5,3,3,99,0
"Garcia, Nicolas",2,6,4,4,137,0
"Garcia, Nicolas",2,7,3,3,89,0
"Garcia, Nicolas",2,8,4,3,76,1
"Garcia, Nicolas",2,9,2,5,167,-3
"Garcia, Nicolas",2,10,4,4,198,0
"Garcia, Nicolas",2,11,3,4,178,-1
"Garcia, Nicolas",2,12,4,5,216,-1
"Garcia, Nicolas",2,13,3,4,273,-1
"Garcia, Nicolas",2,14,3,4,193,-1
"Garcia, Nicolas",2,15,2,4,181,-2
"Garcia, Nicolas",2,16,4,4,165,0
"Garcia, Nicolas",2,17,2,4,175,-2
"Garcia, Nicolas",2,18,5,3,64,2
"Clarke, Benjamin",2,1,4,5,153,-1
"Clarke, Benjamin",2,2,4,4,164,0
"Clarke, Benjamin",2,3,4,4,202,0
"Clarke, Benjamin",2,4,4,4,174,0
"Clarke, Benjamin",2,5,3,3,99,0
"Clarke, Benjamin",2,6,3,4,137,-1
"Clarke, Benjamin",2,7,3,3,89,0
"Clarke, Benjamin",2,8,3,3,76,0
"Clarke, Benjamin",2,9,4,5,167,-1
"Clarke, Benjamin",2,10,3,4,198,-1
"Clarke, Benjamin",2,11,2,4,178,-2
"Clarke, Benjamin",2,12,5,5,216,0
"Clarke, Benjamin",2,13,3,4,273,-1
"Clarke, Benjamin",2,14,4,4,193,0
"Clarke, Benjamin",2,15,4,4,181,0
"Clarke, Benjamin",2,16,4,4,165,0
"Clarke, Benjamin",2,17,3,4,175,-1
"Clarke, Benjamin",2,18,2,3,64,-1
"Christopher, BUAILLON",2,1,4,5,153,-1
"Christopher, BUAILLON",2,2,4,4,164,0
"Christopher, BUAILLON",2,3,4,4,202,0
"Christopher, BUAILLON",2,4,5,4,174,1
"Christopher, BUAILLON",2,5,2,3,99,-1
"Christopher, BUAILLON",2,6,3,4,137,-1
"Christopher, BUAILLON",2,7,3,3,89,0
"Christopher, BUAILLON",2,8,4,3,76,1
"Christopher, BUAILLON",2,9,2,5,167,-3
"Christopher, BUAILLON",2,10,4,4,198,0
"Christopher, BUAILLON",2,11,2,4,178,-2
"Christopher, BUAILLON",2,12,7,5,216,2
"Christopher, BUAILLON",2,13,4,4,273,0
"Christopher, BUAILLON",2,14,4,4,193,0
"Christopher, BUAILLON",2,15,2,4,181,-2
"Christopher, BUAILLON",2,16,3,4,165,-1
"Christopher, BUAILLON",2,17,3,4,175,-1
"Christopher, BUAILLON",2,18,5,3,64,2
"Mancino, David",2,1,4,5,153,-1
"Mancino, David",2,2,3,4,164,-1
"Mancino, David",2,3,4,4,202,0
"Mancino, David",2,4,3,4,174,-1
"Mancino, David",2,5,3,3,99,0
"Mancino, David",2,6,4,4,137,0
"Mancino, David",2,7,3,3,89,0
"Mancino, David",2,8,4,3,76,1
"Mancino, David",2,9,2,5,167,-3
"Mancino, David",2,10,5,4,198,1
"Mancino, David",2,11,2,4,178,-2
"Mancino, David",2,12,6,5,216,1
"Mancino, David",2,13,3,4,273,-1
"Mancino, David",2,14,4,4,193,0
"Mancino, David",2,15,5,4,181,1
"Mancino, David",2,16,4,4,165,0
"Mancino, David",2,17,3,4,175,-1
"Mancino, David",2,18,6,3,64,3
"Mazzer, Fabio",2,1,6,5,153,1
"Mazzer, Fabio",2,2,5,4,164,1
"Mazzer, Fabio",2,3,4,4,202,0
"Mazzer, Fabio",2,4,4,4,174,0
"Mazzer, Fabio",2,5,2,3,99,-1
"Mazzer, Fabio",2,6,4,4,137,0
"Mazzer, Fabio",2,7,4,3,89,1
"Mazzer, Fabio",2,8,3,3,76,0
"Mazzer, Fabio",2,9,4,5,167,-1
"Mazzer, Fabio",2,10,6,4,198,2
"Mazzer, Fabio",2,11,3,4,178,-1
"Mazzer, Fabio",2,12,5,5,216,0
"Mazzer, Fabio",2,13,4,4,273,0
"Mazzer, Fabio",2,14,3,4,193,-1
"Mazzer, Fabio",2,15,4,4,181,0
"Mazzer, Fabio",2,16,4,4,165,0
"Mazzer, Fabio",2,17,5,4,175,1
"Mazzer, Fabio",2,18,4,3,64,1
"Wetzel, Simon",2,1,4,5,153,-1
"Wetzel, Simon",2,2,3,4,164,-1
"Wetzel, Simon",2,3,4,4,202,0
"Wetzel, Simon",2,4,6,4,174,2
"Wetzel, Simon",2,5,2,3,99,-1
"Wetzel, Simon",2,6,3,4,137,-1
"Wetzel, Simon",2,7,3,3,89,0
"Wetzel, Simon",2,8,4,3,76,1
"Wetzel, Simon",2,9,3,5,167,-2
"Wetzel, Simon",2,10,6,4,198,2
"Wetzel, Simon",2,11,2,4,178,-2
"Wetzel, Simon",2,12,7,5,216,2
"Wetzel, Simon",2,13,3,4,273,-1
"Wetzel, Simon",2,14,4,4,193,0
"Wetzel, Simon",2,15,2,4,181,-2
"Wetzel, Simon",2,16,3,4,165,-1
"Wetzel, Simon",2,17,2,4,175,-2
"Wetzel, Simon",2,18,5,3,64,2
"Shutes, Liam",2,1,4,5,153,-1
"Shutes, Liam",2,2,4,4,164,0
"Shutes, Liam",2,3,4,4,202,0
"Shutes, Liam",2,4,5,4,174,1
"Shutes, Liam",2,5,4,3,99,1
"Shutes, Liam",2,6,3,4,137,-1
"Shutes, Liam",2,7,4,3,89,1
"Shutes, Liam",2,8,4,3,76,1
"Shutes, Liam",2,9,2,5,167,-3
"Shutes, Liam",2,10,5,4,198,1
"Shutes, Liam",2,11,2,4,178,-2
"Shutes, Liam",2,12,5,5,216,0
"Shutes, Liam",2,13,4,4,273,0
"Shutes, Liam",2,14,4,4,193,0
"Shutes, Liam",2,15,2,4,181,-2
"Shutes, Liam",2,16,4,4,165,0
"Shutes, Liam",2,17,2,4,175,-2
"Shutes, Liam",2,18,5,3,64,2
"Huber, Vincent",2,1,4,5,153,-1
"Huber, Vincent",2,2,4,4,164,0
"Huber, Vincent",2,3,4,4,202,0
"Huber, Vincent",2,4,4,4,174,0
"Huber, Vincent",2,5,4,3,99,1
"Huber, Vincent",2,6,4,4,137,0
"Huber, Vincent",2,7,4,3,89,1
"Huber, Vincent",2,8,4,3,76,1
"Huber, Vincent",2,9,2,5,167,-3
"Huber, Vincent",2,10,5,4,198,1
"Huber, Vincent",2,11,3,4,178,-1
"Huber, Vincent",2,12,5,5,216,0
"Huber, Vincent",2,13,3,4,273,-1
"Huber, Vincent",2,14,4,4,193,0
"Huber, Vincent",2,15,2,4,181,-2
"Huber, Vincent",2,16,4,4,165,0
"Huber, Vincent",2,17,2,4,175,-2
"Huber, Vincent",2,18,5,3,64,2
"Benjamin, GAVANON",2,1,6,5,153,1
"Benjamin, GAVANON",2,2,4,4,164,0
"Benjamin, GAVANON",2,3,4,4,202,0
"Benjamin, GAVANON",2,4,4,4,174,0
"Benjamin, GAVANON",2,5,3,3,99,0
"Benjamin, GAVANON",2,6,3,4,137,-1
"Benjamin, GAVANON",2,7,3,3,89,0
"Benjamin, GAVANON",2,8,3,3,76,0
"Benjamin, GAVANON",2,9,4,5,167,-1
"Benjamin, GAVANON",2,10,2,4,198,-2
"Benjamin, GAVANON",2,11,3,4,178,-1
"Benjamin, GAVANON",2,12,5,5,216,0
"Benjamin, GAVANON",2,13,4,4,273,0
"Benjamin, GAVANON",2,14,3,4,193,-1
"Benjamin, GAVANON",2,15,3,4,181,-1
"Benjamin, GAVANON",2,16,4,4,165,0
"Benjamin, GAVANON",2,17,4,4,175,0
"Benjamin, GAVANON",2,18,3,3,64,0
"Voost, Matthijs",2,1,5,5,153,0
"Voost, Matthijs",2,2,3,4,164,-1
"Voost, Matthijs",2,3,7,4,202,3
"Voost, Matthijs",2,4,6,4,174,2
"Voost, Matthijs",2,5,4,3,99,1
"Voost, Matthijs",2,6,3,4,137,-1
"Voost, Matthijs",2,7,3,3,89,0
"Voost, Matthijs",2,8,4,3,76,1
"Voost, Matthijs",2,9,2,5,167,-3
"Voost, Matthijs",2,10,5,4,198,1
"Voost, Matthijs",2,11,2,4,178,-2
"Voost, Matthijs",2,12,7,5,216,2
"Voost, Matthijs",2,13,3,4,273,-1
"Voost, Matthijs",2,14,4,4,193,0
"Voost, Matthijs",2,15,3,4,181,-1
"Voost, Matthijs",2,16,3,4,165,-1
"Voost, Matthijs",2,17,3,4,175,-1
"Voost, Matthijs",2,18,5,3,64,2
"Menor, Piero",2,1,4,5,153,-1
"Menor, Piero",2,2,4,4,164,0
"Menor, Piero",2,3,4,4,202,0
"Menor, Piero",2,4,5,4,174,1
"Menor, Piero",2,5,3,3,99,0
"Menor, Piero",2,6,4,4,137,0
"Menor, Piero",2,7,3,3,89,0
"Menor, Piero",2,8,4,3,76,1
"Menor, Piero",2,9,2,5,167,-3
"Menor, Piero",2,10,6,4,198,2
"Menor, Piero",2,11,1,4,178,-3
"Menor, Piero",2,12,6,5,216,1
"Menor, Piero",2,13,4,4,273,0
"Menor, Piero",2,14,4,4,193,0
"Menor, Piero",2,15,2,4,181,-2
"Menor, Piero",2,16,3,4,165,-1
"Menor, Piero",2,17,3,4,175,-1
"Menor, Piero",2,18,6,3,64,3
"Kikus, Tomas",2,1,5,5,153,0
"Kikus, Tomas",2,2,3,4,164,-1
"Kikus, Tomas",2,3,4,4,202,0
"Kikus, Tomas",2,4,4,4,174,0
"Kikus, Tomas",2,5,3,3,99,0
"Kikus, Tomas",2,6,3,4,137,-1
"Kikus, Tomas",2,7,2,3,89,-1
"Kikus, Tomas",2,8,3,3,76,0
"Kikus, Tomas",2,9,4,5,167,-1
"Kikus, Tomas",2,10,3,4,198,-1
"Kikus, Tomas",2,11,3,4,178,-1
"Kikus, Tomas",2,12,5,5,216,0
"Kikus, Tomas",2,13,3,4,273,-1
"Kikus, Tomas",2,14,4,4,193,0
"Kikus, Tomas",2,15,4,4,181,0
"Kikus, Tomas",2,16,5,4,165,1
"Kikus, Tomas",2,17,4,4,175,0
"Kikus, Tomas",2,18,3,3,64,0
"Damien, Dyrdol",2,1,5,5,153,0
"Damien, Dyrdol",2,2,3,4,164,-1
"Damien, Dyrdol",2,3,3,4,202,-1
"Damien, Dyrdol",2,4,4,4,174,0
"Damien, Dyrdol",2,5,3,3,99,0
"Damien, Dyrdol",2,6,4,4,137,0
"Damien, Dyrdol",2,7,3,3,89,0
"Damien, Dyrdol",2,8,3,3,76,0
"Damien, Dyrdol",2,9,4,5,167,-1
"Damien, Dyrdol",2,10,3,4,198,-1
"Damien, Dyrdol",2,11,3,4,178,-1
"Damien, Dyrdol",2,12,5,5,216,0
"Damien, Dyrdol",2,13,4,4,273,0
"Damien, Dyrdol",2,14,4,4,193,0
"Damien, Dyrdol",2,15,4,4,181,0
"Damien, Dyrdol",2,16,4,4,165,0
"Damien, Dyrdol",2,17,4,4,175,0
"Damien, Dyrdol",2,18,4,3,64,1
"Aurelien, SANTILLANA",2,1,5,5,153,0
"Aurelien, SANTILLANA",2,2,3,4,164,-1
"Aurelien, SANTILLANA",2,3,4,4,202,0
"Aurelien, SANTILLANA",2,4,4,4,174,0
"Aurelien, SANTILLANA",2,5,2,3,99,-1
"Aurelien, SANTILLANA",2,6,5,4,137,1
"Aurelien, SANTILLANA",2,7,2,3,89,-1
"Aurelien, SANTILLANA",2,8,3,3,76,0
"Aurelien, SANTILLANA",2,9,5,5,167,0
"Aurelien, SANTILLANA",2,10,4,4,198,0
"Aurelien, SANTILLANA",2,11,4,4,178,0
"Aurelien, SANTILLANA",2,12,5,5,216,0
"Aurelien, SANTILLANA",2,13,3,4,273,-1
"Aurelien, SANTILLANA",2,14,4,4,193,0
"Aurelien, SANTILLANA",2,15,3,4,181,-1
"Aurelien, SANTILLANA",2,16,4,4,165,0
"Aurelien, SANTILLANA",2,17,4,4,175,0
"Aurelien, SANTILLANA",2,18,5,3,64,2
"Grandi, Tommaso",2,1,5,5,153,0
"Grandi, Tommaso",2,2,3,4,164,-1
"Grandi, Tommaso",2,3,4,4,202,0
"Grandi, Tommaso",2,4,4,4,174,0
"Grandi, Tommaso",2,5,3,3,99,0
"Grandi, Tommaso",2,6,5,4,137,1
"Grandi, Tommaso",2,7,3,3,89,0
"Grandi, Tommaso",2,8,3,3,76,0
"Grandi, Tommaso",2,9,4,5,167,-1
"Grandi, Tommaso",2,10,5,4,198,1
"Grandi, Tommaso",2,11,4,4,178,0
"Grandi, Tommaso",2,12,5,5,216,0
"Grandi, Tommaso",2,13,3,4,273,-1
"Grandi, Tommaso",2,14,3,4,193,-1
"Grandi, Tommaso",2,15,3,4,181,-1
"Grandi, Tommaso",2,16,4,4,165,0
"Grandi, Tommaso",2,17,4,4,175,0
"Grandi, Tommaso",2,18,3,3,64,0
"Fabien, Helbois",2,1,4,5,153,-1
"Fabien, Helbois",2,2,3,4,164,-1
"Fabien, Helbois",2,3,4,4,202,0
"Fabien, Helbois",2,4,5,4,174,1
"Fabien, Helbois",2,5,3,3,99,0
"Fabien, Helbois",2,6,4,4,137,0
"Fabien, Helbois",2,7,3,3,89,0
"Fabien, Helbois",2,8,4,3,76,1
"Fabien, Helbois",2,9,3,5,167,-2
"Fabien, Helbois",2,10,4,4,198,0
"Fabien, Helbois",2,11,3,4,178,-1
"Fabien, Helbois",2,12,5,5,216,0
"Fabien, Helbois",2,13,3,4,273,-1
"Fabien, Helbois",2,14,4,4,193,0
"Fabien, Helbois",2,15,2,4,181,-2
"Fabien, Helbois",2,16,4,4,165,0
"Fabien, Helbois",2,17,2,4,175,-2
"Fabien, Helbois",2,18,8,3,64,5
"Perrone, Matias",2,1,4,5,153,-1
"Perrone, Matias",2,2,4,4,164,0
"Perrone, Matias",2,3,3,4,202,-1
"Perrone, Matias",2,4,4,4,174,0
"Perrone, Matias",2,5,3,3,99,0
"Perrone, Matias",2,6,4,4,137,0
"Perrone, Matias",2,7,3,3,89,0
"Perrone, Matias",2,8,3,3,76,0
"Perrone, Matias",2,9,5,5,167,0
"Perrone, Matias",2,10,2,4,198,-2
"Perrone, Matias",2,11,3,4,178,-1
"Perrone, Matias",2,12,5,5,216,0
"Perrone, Matias",2,13,3,4,273,-1
"Perrone, Matias",2,14,4,4,193,0
"Perrone, Matias",2,15,3,4,181,-1
"Perrone, Matias",2,16,3,4,165,-1
"Perrone, Matias",2,17,4,4,175,0
"Perrone, Matias",2,18,3,3,64,0
"Anthony, ARNAUD",2,1,4,5,153,-1
"Anthony, ARNAUD",2,2,4,4,164,0
"Anthony, ARNAUD",2,3,4,4,202,0
"Anthony, ARNAUD",2,4,6,4,174,2
"Anthony, ARNAUD",2,5,2,3,99,-1
"Anthony, ARNAUD",2,6,4,4,137,0
"Anthony, ARNAUD",2,7,3,3,89,0
"Anthony, ARNAUD",2,8,4,3,76,1
"Anthony, ARNAUD",2,9,2,5,167,-3
"Anthony, ARNAUD",2,10,4,4,198,0
"Anthony, ARNAUD",2,11,2,4,178,-2
"Anthony, ARNAUD",2,12,5,5,216,0
"Anthony, ARNAUD",2,13,4,4,273,0
"Anthony, ARNAUD",2,14,5,4,193,1
"Anthony, ARNAUD",2,15,3,4,181,-1
"Anthony, ARNAUD",2,16,4,4,165,0
"Anthony, ARNAUD",2,17,3,4,175,-1
"Anthony, ARNAUD",2,18,6,3,64,3
"TRAVAILLEUR, Bruno",2,1,4,5,153,-1
"TRAVAILLEUR, Bruno",2,2,4,4,164,0
"TRAVAILLEUR, Bruno",2,3,4,4,202,0
"TRAVAILLEUR, Bruno",2,4,5,4,174,1
"TRAVAILLEUR, Bruno",2,5,5,3,99,2
"TRAVAILLEUR, Bruno",2,6,3,4,137,-1
"TRAVAILLEUR, Bruno",2,7,3,3,89,0
"TRAVAILLEUR, Bruno",2,8,4,3,76,1
"TRAVAILLEUR, Bruno",2,9,2,5,167,-3
"TRAVAILLEUR, Bruno",2,10,4,4,198,0
"TRAVAILLEUR, Bruno",2,11,3,4,178,-1
"TRAVAILLEUR, Bruno",2,12,6,5,216,1
"TRAVAILLEUR, Bruno",2,13,3,4,273,-1
"TRAVAILLEUR, Bruno",2,14,4,4,193,0
"TRAVAILLEUR, Bruno",2,15,5,4,181,1
"TRAVAILLEUR, Bruno",2,16,4,4,165,0
"TRAVAILLEUR, Bruno",2,17,3,4,175,-1
"TRAVAILLEUR, Bruno",2,18,5,3,64,2
"Morgan, Matthew",2,1,4,5,153,-1
"Morgan, Matthew",2,2,3,4,164,-1
"Morgan, Matthew",2,3,5,4,202,1
"Morgan, Matthew",2,4,4,4,174,0
"Morgan, Matthew",2,5,3,3,99,0
"Morgan, Matthew",2,6,4,4,137,0
"Morgan, Matthew",2,7,2,3,89,-1
"Morgan, Matthew",2,8,4,3,76,1
"Morgan, Matthew",2,9,3,5,167,-2
"Morgan, Matthew",2,10,6,4,198,2
"Morgan, Matthew",2,11,2,4,178,-2
"Morgan, Matthew",2,12,6,5,216,1
"Morgan, Matthew",2,13,4,4,273,0
"Morgan, Matthew",2,14,3,4,193,-1
"Morgan, Matthew",2,15,2,4,181,-2
"Morgan, Matthew",2,16,3,4,165,-1
"Morgan, Matthew",2,17,3,4,175,-1
"Morgan, Matthew",2,18,5,3,64,2
"Damien, CYTWINSKI",2,1,5,5,153,0
"Damien, CYTWINSKI",2,2,3,4,164,-1
"Damien, CYTWINSKI",2,3,4,4,202,0
"Damien, CYTWINSKI",2,4,4,4,174,0
"Damien, CYTWINSKI",2,5,2,3,99,-1
"Damien, CYTWINSKI",2,6,5,4,137,1
"Damien, CYTWINSKI",2,7,3,3,89,0
"Damien, CYTWINSKI",2,8,3,3,76,0
"Damien, CYTWINSKI",2,9,4,5,167,-1
"Damien, CYTWINSKI",2,10,3,4,198,-1
"Damien, CYTWINSKI",2,11,3,4,178,-1
"Damien, CYTWINSKI",2,12,5,5,216,0
"Damien, CYTWINSKI",2,13,4,4,273,0
"Damien, CYTWINSKI",2,14,3,4,193,-1
"Damien, CYTWINSKI",2,15,3,4,181,-1
"Damien, CYTWINSKI",2,16,4,4,165,0
"Damien, CYTWINSKI",2,17,4,4,175,0
"Damien, CYTWINSKI",2,18,3,3,64,0
"Frederic, CREVON",2,1,4,5,153,-1
"Frederic, CREVON",2,2,4,4,164,0
